function_name	arg1	arg2	arg_type	param1	param2	labels
foo1101	b	a	fract2x16	a	b	1
foo0011	a	b	fract2x16	a	b	0
foo0011	b	a	fract2x16	a	b	1
foo1011	a	b	fract2x16	a	b	0
foo1011	b	a	fract2x16	a	b	1
foo0111	a	b	fract2x16	a	b	0
foo0111	b	a	fract2x16	a	b	1
foo1111	a	b	fract2x16	a	b	0
foo1111	b	a	fract2x16	a	b	1
__builtin_bfin_mulhisill	a	b	int			0
__builtin_bfin_mulhisill	b	a	int			1
__builtin_bfin_mulhisilh	a	b	int			0
__builtin_bfin_mulhisilh	b	a	int			1
__builtin_bfin_mulhisihl	a	b	int			0
__builtin_bfin_mulhisihl	b	a	int			1
__builtin_bfin_mulhisihh	a	b	int			0
__builtin_bfin_mulhisihh	b	a	int			1
__builtin_bfin_compose_2x16	0x1234	0x5678	int			0
__builtin_bfin_compose_2x16	0x5678	0x1234	int			1
__builtin_bfin_compose_2x16	0xFEDC	0xBA98	int			0
__builtin_bfin_compose_2x16	0xBA98	0xFEDC	int			1
ll	a	b	int	a	b	0
ll	b	a	int	a	b	1
lh	a	b	int	a	b	0
lh	b	a	int	a	b	1
hl	a	b	int	a	b	0
hl	b	a	int	a	b	1
hh	a	b	int	a	b	0
hh	b	a	int	a	b	1
__builtin_bfin_compose_2x16	0x3000	0x2000	int			0
__builtin_bfin_compose_2x16	0x2000	0x3000	int			1
__builtin_bfin_compose_2x16	0x7000	0x5000	int			0
__builtin_bfin_compose_2x16	0x5000	0x7000	int			1
__builtin_bfin_compose_2x16	0x7000	0xc000	int			0
__builtin_bfin_compose_2x16	0xc000	0x7000	int			1
__builtin_bfin_add_fr2x16	a	b	int			0
__builtin_bfin_add_fr2x16	b	a	int			1
__builtin_bfin_sub_fr2x16	a	b	int			0
__builtin_bfin_sub_fr2x16	b	a	int			1
__builtin_bfin_add_fr1x32	0x7fffffff	1	int			0
__builtin_bfin_add_fr1x32	1	0x7fffffff	int			1
__builtin_bfin_compose_2x16	0xe005	0x1000	int			0
__builtin_bfin_compose_2x16	0x1000	0xe005	int			1
__builtin_bfin_compose_2x16	0x7000	0x5000	int			0
__builtin_bfin_compose_2x16	0x5000	0x7000	int			1
__builtin_bfin_compose_2x16	0x7000	0xc000	int			0
__builtin_bfin_compose_2x16	0xc000	0x7000	int			1
__builtin_bfin_mulhisill	a	b	int			0
__builtin_bfin_mulhisill	b	a	int			1
__builtin_bfin_mulhisilh	a	b	int			0
__builtin_bfin_mulhisilh	b	a	int			1
__builtin_bfin_mulhisihl	a	b	int			0
__builtin_bfin_mulhisihl	b	a	int			1
__builtin_bfin_mulhisihh	a	b	int			0
__builtin_bfin_mulhisihh	b	a	int			1
__builtin_bfin_compose_2x16	0x1234	0x5678	int			0
__builtin_bfin_compose_2x16	0x5678	0x1234	int			1
__builtin_bfin_compose_2x16	0xFEDC	0xBA98	int			0
__builtin_bfin_compose_2x16	0xBA98	0xFEDC	int			1
ll	a	b	int	a	b	0
ll	b	a	int	a	b	1
lh	a	b	int	a	b	0
lh	b	a	int	a	b	1
hl	a	b	int	a	b	0
hl	b	a	int	a	b	1
hh	a	b	int	a	b	0
hh	b	a	int	a	b	1
bar	f	g	void			0
bar	g	f	void			1
__builtin_alpha_minub8	x	y	int			0
__builtin_alpha_minub8	y	x	int			1
__builtin_alpha_minsb8	x	y	int			0
__builtin_alpha_minsb8	y	x	int			1
__builtin_alpha_minuw4	x	y	int			0
__builtin_alpha_minuw4	y	x	int			1
__builtin_alpha_minsw4	x	y	int			0
__builtin_alpha_minsw4	y	x	int			1
__builtin_alpha_maxub8	x	y	int			0
__builtin_alpha_maxub8	y	x	int			1
__builtin_alpha_maxsb8	x	y	int			0
__builtin_alpha_maxsb8	y	x	int			1
__builtin_alpha_maxuw4	x	y	int			0
__builtin_alpha_maxuw4	y	x	int			1
__builtin_alpha_maxsw4	x	y	int			0
__builtin_alpha_maxsw4	y	x	int			1
__builtin_alpha_perr	x	y	int			0
__builtin_alpha_perr	y	x	int			1
__builtin_alpha_minub8	x	y	int			0
__builtin_alpha_minub8	y	x	int			1
__builtin_alpha_minsb8	x	y	int			0
__builtin_alpha_minsb8	y	x	int			1
__builtin_alpha_minuw4	x	y	int			0
__builtin_alpha_minuw4	y	x	int			1
__builtin_alpha_minsw4	x	y	int			0
__builtin_alpha_minsw4	y	x	int			1
__builtin_alpha_maxub8	x	y	int			0
__builtin_alpha_maxub8	y	x	int			1
__builtin_alpha_maxsb8	x	y	int			0
__builtin_alpha_maxsb8	y	x	int			1
__builtin_alpha_maxuw4	x	y	int			0
__builtin_alpha_maxuw4	y	x	int			1
__builtin_alpha_maxsw4	x	y	int			0
__builtin_alpha_maxsw4	y	x	int			1
__builtin_alpha_perr	x	y	int			0
__builtin_alpha_perr	y	x	int			1
__builtin_alpha_cmpbge	x	y	int			0
__builtin_alpha_cmpbge	y	x	int			1
__builtin_alpha_extbl	x	y	int			0
__builtin_alpha_extbl	y	x	int			1
__builtin_alpha_extwl	x	y	int			0
__builtin_alpha_extwl	y	x	int			1
__builtin_alpha_extll	x	y	int			0
__builtin_alpha_extll	y	x	int			1
__builtin_alpha_extql	x	y	int			0
__builtin_alpha_extql	y	x	int			1
__builtin_alpha_extwh	x	y	int			0
__builtin_alpha_extwh	y	x	int			1
__builtin_alpha_extlh	x	y	int			0
__builtin_alpha_extlh	y	x	int			1
__builtin_alpha_extqh	x	y	int			0
__builtin_alpha_extqh	y	x	int			1
__builtin_alpha_insbl	x	y	int			0
__builtin_alpha_insbl	y	x	int			1
__builtin_alpha_inswl	x	y	int			0
__builtin_alpha_inswl	y	x	int			1
__builtin_alpha_insll	x	y	int			0
__builtin_alpha_insll	y	x	int			1
__builtin_alpha_insql	x	y	int			0
__builtin_alpha_insql	y	x	int			1
__builtin_alpha_inswh	x	y	int			0
__builtin_alpha_inswh	y	x	int			1
__builtin_alpha_inslh	x	y	int			0
__builtin_alpha_inslh	y	x	int			1
__builtin_alpha_insqh	x	y	int			0
__builtin_alpha_insqh	y	x	int			1
__builtin_alpha_mskbl	x	y	int			0
__builtin_alpha_mskbl	y	x	int			1
__builtin_alpha_mskwl	x	y	int			0
__builtin_alpha_mskwl	y	x	int			1
__builtin_alpha_mskll	x	y	int			0
__builtin_alpha_mskll	y	x	int			1
__builtin_alpha_mskql	x	y	int			0
__builtin_alpha_mskql	y	x	int			1
__builtin_alpha_mskwh	x	y	int			0
__builtin_alpha_mskwh	y	x	int			1
__builtin_alpha_msklh	x	y	int			0
__builtin_alpha_msklh	y	x	int			1
__builtin_alpha_mskqh	x	y	int			0
__builtin_alpha_mskqh	y	x	int			1
__builtin_alpha_umulh	x	y	int			0
__builtin_alpha_umulh	y	x	int			1
__builtin_alpha_zap	x	y	int			0
__builtin_alpha_zap	y	x	int			1
__builtin_alpha_zap	x	z	int			0
__builtin_alpha_zap	z	x	int			1
__builtin_alpha_zap	z	x	int			0
__builtin_alpha_zap	x	z	int			1
__builtin_alpha_zap	x	z	int			0
__builtin_alpha_zap	z	x	int			1
__builtin_alpha_zapnot	x	y	int			0
__builtin_alpha_zapnot	y	x	int			1
__builtin_alpha_zapnot	x	z	int			0
__builtin_alpha_zapnot	z	x	int			1
__builtin_alpha_zapnot	z	x	int			0
__builtin_alpha_zapnot	x	z	int			1
__builtin_alpha_zapnot	x	z	int			0
__builtin_alpha_zapnot	z	x	int			1
__builtin_alpha_minsb8	__m2	~	int			0
__builtin_alpha_minsb8	~	__m2	int			1
_mm_adds_pu8	src	pix_multiply	__m64	__m1	__m2	0
_mm_adds_pu8	pix_multiply	src	__m64	__m1	__m2	1
_mm_packs_pu16	_mm_adds_pu8	_mm_setzero_si64	__m64	__m1	__m2	0
_mm_packs_pu16	_mm_setzero_si64	_mm_adds_pu8	__m64	__m1	__m2	1
_mm_packs_pu16	dest0	dest1	__m64	__m1	__m2	0
_mm_packs_pu16	dest1	dest0	__m64	__m1	__m2	1
_mm_packs_pu16	_mm_adds_pu8	0	__m64	__m1	__m2	0
_mm_packs_pu16	0	_mm_adds_pu8	__m64	__m1	__m2	1
__builtin_alpha_cmpbge	x	y	int			0
__builtin_alpha_cmpbge	y	x	int			1
__builtin_alpha_extbl	x	y	int			0
__builtin_alpha_extbl	y	x	int			1
__builtin_alpha_extwl	x	y	int			0
__builtin_alpha_extwl	y	x	int			1
__builtin_alpha_extll	x	y	int			0
__builtin_alpha_extll	y	x	int			1
__builtin_alpha_extql	x	y	int			0
__builtin_alpha_extql	y	x	int			1
__builtin_alpha_extwh	x	y	int			0
__builtin_alpha_extwh	y	x	int			1
__builtin_alpha_extlh	x	y	int			0
__builtin_alpha_extlh	y	x	int			1
__builtin_alpha_extqh	x	y	int			0
__builtin_alpha_extqh	y	x	int			1
__builtin_alpha_insbl	x	y	int			0
__builtin_alpha_insbl	y	x	int			1
__builtin_alpha_inswl	x	y	int			0
__builtin_alpha_inswl	y	x	int			1
__builtin_alpha_insll	x	y	int			0
__builtin_alpha_insll	y	x	int			1
__builtin_alpha_insql	x	y	int			0
__builtin_alpha_insql	y	x	int			1
__builtin_alpha_inswh	x	y	int			0
__builtin_alpha_inswh	y	x	int			1
__builtin_alpha_inslh	x	y	int			0
__builtin_alpha_inslh	y	x	int			1
__builtin_alpha_insqh	x	y	int			0
__builtin_alpha_insqh	y	x	int			1
__builtin_alpha_mskbl	x	y	int			0
__builtin_alpha_mskbl	y	x	int			1
__builtin_alpha_mskwl	x	y	int			0
__builtin_alpha_mskwl	y	x	int			1
__builtin_alpha_mskll	x	y	int			0
__builtin_alpha_mskll	y	x	int			1
__builtin_alpha_mskql	x	y	int			0
__builtin_alpha_mskql	y	x	int			1
__builtin_alpha_mskwh	x	y	int			0
__builtin_alpha_mskwh	y	x	int			1
__builtin_alpha_msklh	x	y	int			0
__builtin_alpha_msklh	y	x	int			1
__builtin_alpha_mskqh	x	y	int			0
__builtin_alpha_mskqh	y	x	int			1
__builtin_alpha_umulh	x	y	int			0
__builtin_alpha_umulh	y	x	int			1
__builtin_alpha_zap	x	y	int			0
__builtin_alpha_zap	y	x	int			1
__builtin_alpha_zap	x	z	int			0
__builtin_alpha_zap	z	x	int			1
__builtin_alpha_zap	z	x	int			0
__builtin_alpha_zap	x	z	int			1
__builtin_alpha_zap	x	z	int			0
__builtin_alpha_zap	z	x	int			1
__builtin_alpha_zapnot	x	y	int			0
__builtin_alpha_zapnot	y	x	int			1
__builtin_alpha_zapnot	x	z	int			0
__builtin_alpha_zapnot	z	x	int			1
__builtin_alpha_zapnot	z	x	int			0
__builtin_alpha_zapnot	x	z	int			1
__builtin_alpha_zapnot	x	z	int			0
__builtin_alpha_zapnot	z	x	int			1
doit	1	2	void	x	y	0
doit	2	1	void	x	y	1
doit	2	1	void	x	y	0
doit	1	2	void	x	y	1
strcmp	a	b	int			0
strcmp	b	a	int			1
foo	&	(	int	p	q	0
foo	(	&	int	p	q	1
constrain_operands	insn_code_num	-	int	insn_code_num	strict	0
constrain_operands	-	insn_code_num	int	insn_code_num	strict	1
hard_reg_set_subset_p	temp_hard_regset	temp_set2	unsigned char	x	y	0
hard_reg_set_subset_p	temp_set2	temp_hard_regset	unsigned char	x	y	1
hard_reg_set_equal_p	temp_hard_regset	temp_set2	unsigned char	x	y	0
hard_reg_set_equal_p	temp_set2	temp_hard_regset	unsigned char	x	y	1
copysign	2.0	1.0	double			0
copysign	1.0	2.0	double			1
copysign	2.0	-	double			0
copysign	-	2.0	double			1
copysign	-	1.0	double			0
copysign	1.0	-	double			1
copysign	2.0	1.0	double			0
copysign	1.0	2.0	double			1
copysign	2.0	-	double			0
copysign	-	2.0	double			1
copysign	-	1.0	double			0
copysign	1.0	-	double			1
copysignf	2.0f	1.0f	float			0
copysignf	1.0f	2.0f	float			1
copysignf	2.0f	-	float			0
copysignf	-	2.0f	float			1
copysignf	-	1.0f	float			0
copysignf	1.0f	-	float			1
copysignl	2.0l	1.0l	long double			0
copysignl	1.0l	2.0l	long double			1
copysignl	2.0l	-	long double			0
copysignl	-	2.0l	long double			1
copysignl	-	1.0l	long double			0
copysignl	1.0l	-	long double			1
pow	2.0	3.0	double			0
pow	3.0	2.0	double			1
pow	2.0	-	double			0
pow	-	2.0	double			1
atan2	s2	c2	double			0
atan2	c2	s2	double			1
scalb	x	exp	double			0
scalb	exp	x	double			1
scalbf	x	exp	float			0
scalbf	exp	x	float			1
scalbl	x	exp	long double			0
scalbl	exp	x	long double			1
f2	dd	"xx"	int			0
f2	"xx"	dd	int			1
f2	ss	"xx"	int			0
f2	"xx"	ss	int			1
f2	ss	"yy"	int			0
f2	"yy"	ss	int			1
f2	ap	sp	int			0
f2	sp	ap	int			1
test3	1.0	-	double	x	y	0
test3	-	1.0	double	x	y	1
test3	1.0	2.0	double	x	y	0
test3	2.0	1.0	double	x	y	1
test3	1.0	-	double	x	y	0
test3	-	1.0	double	x	y	1
test3	2.0	1.0	double	x	y	0
test3	1.0	2.0	double	x	y	1
test3	2.0	-	double	x	y	0
test3	-	2.0	double	x	y	1
test3	2.0	-	double	x	y	0
test3	-	2.0	double	x	y	1
test3	-	1.0	double	x	y	0
test3	1.0	-	double	x	y	1
test3	-	2.0	double	x	y	0
test3	2.0	-	double	x	y	1
test3f	1.0f	-	float	x	y	0
test3f	-	1.0f	float	x	y	1
test3f	1.0f	2.0f	float	x	y	0
test3f	2.0f	1.0f	float	x	y	1
test3f	1.0f	-	float	x	y	0
test3f	-	1.0f	float	x	y	1
test3f	2.0f	1.0f	float	x	y	0
test3f	1.0f	2.0f	float	x	y	1
test3f	2.0f	-	float	x	y	0
test3f	-	2.0f	float	x	y	1
test3f	2.0f	-	float	x	y	0
test3f	-	2.0f	float	x	y	1
test3f	-	1.0f	float	x	y	0
test3f	1.0f	-	float	x	y	1
test3f	-	2.0f	float	x	y	0
test3f	2.0f	-	float	x	y	1
test4	1.0	-	double	x	y	0
test4	-	1.0	double	x	y	1
test4	-	1.0	double	x	y	0
test4	1.0	-	double	x	y	1
test4	6.0	3.0	double	x	y	0
test4	3.0	6.0	double	x	y	1
test4	6.0	-	double	x	y	0
test4	-	6.0	double	x	y	1
test4	-	3.0	double	x	y	0
test4	3.0	-	double	x	y	1
test4f	1.0f	-	float	x	y	0
test4f	-	1.0f	float	x	y	1
test4f	-	1.0f	float	x	y	0
test4f	1.0f	-	float	x	y	1
test4f	6.0f	3.0f	float	x	y	0
test4f	3.0f	6.0f	float	x	y	1
test4f	6.0f	-	float	x	y	0
test4f	-	6.0f	float	x	y	1
test4f	-	3.0f	float	x	y	0
test4f	3.0f	-	float	x	y	1
pow	x	-	double			0
pow	-	x	double			1
pow	x	2.0	double			0
pow	2.0	x	double			1
pow	x	-	double			0
pow	-	x	double			1
pow	x	0.5	double			0
pow	0.5	x	double			1
num_equality_op	a	b	cpp_num	lhs	rhs	0
num_equality_op	b	a	cpp_num	lhs	rhs	1
__builtin_expect	y	0	long			0
__builtin_expect	0	y	long			1
__builtin_expect	*	0	long			0
__builtin_expect	0	*	long			1
strcmp	a	b	int			0
strcmp	b	a	int			1
__builtin_strcmp	"ABC"	"ABCDEF"	int			0
__builtin_strcmp	"ABCDEF"	"ABC"	int			1
__builtin_strcmp	"XYZ"	"XYZDEF"	int			0
__builtin_strcmp	"XYZDEF"	"XYZ"	int			1
__builtin_strcmp	"ABC"	"ABCDEF"	int			0
__builtin_strcmp	"ABCDEF"	"ABC"	int			1
__builtin_expect	!	1	long			0
__builtin_expect	1	!	long			1
f	2	31	uint32_t	a	b	0
f	31	2	uint32_t	a	b	1
__builtin_expect	y	0	long			0
__builtin_expect	0	y	long			1
b7	6	7	int			0
b7	7	6	int			1
b8	6	7	int			0
b8	7	6	int			1
f0	s	""	int	s0	s1	0
f0	""	s	int	s0	s1	1
strcmp	s	"0x1p+f 0x1p+l"	int			0
strcmp	"0x1p+f 0x1p+l"	s	int			1
iaddv	2	-	int	a	b	0
iaddv	-	2	int	a	b	1
isubv	2	3	int	a	b	0
isubv	3	2	int	a	b	1
imulv	-	3	int	a	b	0
imulv	3	-	int	a	b	1
laddv	2L	-	long	a	b	0
laddv	-	2L	long	a	b	1
lsubv	2L	3L	long	a	b	0
lsubv	3L	2L	long	a	b	1
lmulv	-	3L	long	a	b	0
lmulv	3L	-	long	a	b	1
abrt		__FUNCTION__	void	fi	fu	0
abrt	__FUNCTION__		void	fi	fu	1
abrt		__FUNCTION__	void	fi	fu	0
abrt	__FUNCTION__		void	fi	fu	1
g	3	1337	int	t	k	0
g	1337	3	int	t	k	1
abrt		__FUNCTION__	void	fi	fu	0
abrt	__FUNCTION__		void	fi	fu	1
bar	foo	p	void	p	q	0
bar	p	foo	void	p	q	1
foo	1.0	4.0	double	a	b	0
foo	4.0	1.0	double	a	b	1
hypot	x	0	double			0
hypot	0	x	double			1
hypot	0	x	double			0
hypot	x	0	double			1
hypot	-	y	double			0
hypot	y	-	double			1
hypot	x	y	double			0
hypot	y	x	double			1
hypot	x	-	double			0
hypot	-	x	double			1
hypot	x	y	double			0
hypot	y	x	double			1
hypot	x	y	double			0
hypot	y	x	double			1
hypot	fabs	y	double			0
hypot	y	fabs	double			1
hypot	x	y	double			0
hypot	y	x	double			1
hypot	x	fabs	double			0
hypot	fabs	x	double			1
hypot	x	y	double			0
hypot	y	x	double			1
hypot	x	y	double			0
hypot	y	x	double			1
hypot	x	y	double			0
hypot	y	x	double			1
hypot	-	0	double			0
hypot	0	-	double			1
hypot	-	x	double			0
hypot	x	-	double			1
hypot	pure	-	double			0
hypot	-	pure	double			1
fmin	fmax	y	double			0
fmin	y	fmax	double			1
fmin	fmax	y	double			0
fmin	y	fmax	double			1
fmin	x	fmax	double			0
fmin	fmax	x	double			1
fmin	x	fmax	double			0
fmin	fmax	x	double			1
fmax	fmin	y	double			0
fmax	y	fmin	double			1
fmax	fmin	y	double			0
fmax	y	fmin	double			1
fmax	x	fmin	double			0
fmax	fmin	x	double			1
fmax	x	fmin	double			0
fmax	fmin	x	double			1
atan2	__imag__	__real__	double			0
atan2	__real__	__imag__	double			1
hypotf	x	0	float			0
hypotf	0	x	float			1
hypotf	0	x	float			0
hypotf	x	0	float			1
hypotf	-	y	float			0
hypotf	y	-	float			1
hypotf	x	y	float			0
hypotf	y	x	float			1
hypotf	x	-	float			0
hypotf	-	x	float			1
hypotf	x	y	float			0
hypotf	y	x	float			1
hypotf	x	y	float			0
hypotf	y	x	float			1
hypotf	fabsf	y	float			0
hypotf	y	fabsf	float			1
hypotf	x	y	float			0
hypotf	y	x	float			1
hypotf	x	fabsf	float			0
hypotf	fabsf	x	float			1
hypotf	x	y	float			0
hypotf	y	x	float			1
hypotf	x	y	float			0
hypotf	y	x	float			1
hypotf	x	y	float			0
hypotf	y	x	float			1
hypotf	-	0	float			0
hypotf	0	-	float			1
hypotf	-	x	float			0
hypotf	x	-	float			1
hypotf	puref	-	float			0
hypotf	-	puref	float			1
fminf	fmaxf	y	float			0
fminf	y	fmaxf	float			1
fminf	fmaxf	y	float			0
fminf	y	fmaxf	float			1
fminf	x	fmaxf	float			0
fminf	fmaxf	x	float			1
fminf	x	fmaxf	float			0
fminf	fmaxf	x	float			1
fmaxf	fminf	y	float			0
fmaxf	y	fminf	float			1
fmaxf	fminf	y	float			0
fmaxf	y	fminf	float			1
fmaxf	x	fminf	float			0
fmaxf	fminf	x	float			1
fmaxf	x	fminf	float			0
fmaxf	fminf	x	float			1
hypotl	x	0	long double			0
hypotl	0	x	long double			1
hypotl	0	x	long double			0
hypotl	x	0	long double			1
hypotl	-	y	long double			0
hypotl	y	-	long double			1
hypotl	x	y	long double			0
hypotl	y	x	long double			1
hypotl	x	-	long double			0
hypotl	-	x	long double			1
hypotl	x	y	long double			0
hypotl	y	x	long double			1
hypotl	x	y	long double			0
hypotl	y	x	long double			1
hypotl	fabsl	y	long double			0
hypotl	y	fabsl	long double			1
hypotl	x	y	long double			0
hypotl	y	x	long double			1
hypotl	x	fabsl	long double			0
hypotl	fabsl	x	long double			1
hypotl	x	y	long double			0
hypotl	y	x	long double			1
hypotl	x	y	long double			0
hypotl	y	x	long double			1
hypotl	x	y	long double			0
hypotl	y	x	long double			1
hypotl	-	0	long double			0
hypotl	0	-	long double			1
hypotl	-	x	long double			0
hypotl	x	-	long double			1
hypotl	purel	-	long double			0
hypotl	-	purel	long double			1
fminl	fmaxl	y	long double			0
fminl	y	fmaxl	long double			1
fminl	fmaxl	y	long double			0
fminl	y	fmaxl	long double			1
fminl	x	fmaxl	long double			0
fminl	fmaxl	x	long double			1
fminl	x	fmaxl	long double			0
fminl	fmaxl	x	long double			1
fmaxl	fminl	y	long double			0
fmaxl	y	fminl	long double			1
fmaxl	fminl	y	long double			0
fmaxl	y	fminl	long double			1
fmaxl	x	fminl	long double			0
fmaxl	fminl	x	long double			1
fmaxl	x	fminl	long double			0
fmaxl	fminl	x	long double			1
test2	1.0	2.0	void	x	y	0
test2	2.0	1.0	void	x	y	1
test2f	1.0f	2.0f	void	x	y	0
test2f	2.0f	1.0f	void	x	y	1
test2l	1.0l	2.0l	void	x	y	0
test2l	2.0l	1.0l	void	x	y	1
mulv	0	-	int	a	b	0
mulv	-	0	int	a	b	1
mulv	-	0	int	a	b	0
mulv	0	-	int	a	b	1
strpbrk	__func__	"f"	char *			0
strpbrk	"f"	__func__	char *			1
strstr	__func__	"f"	char *			0
strstr	"f"	__func__	char *			1
ossAlignX	(	16384	unsigned long	i	X	0
ossAlignX	16384	(	unsigned long	i	X	1
f1	0	f2	int	si1	si2	0
f1	f2	0	int	si1	si2	1
func	"v4"	"v5"	const char *	a	b	0
func	"v5"	"v4"	const char *	a	b	1
strcmp	t	"12"	int			0
strcmp	"12"	t	int			1
strcmp	u	"<:"	int			0
strcmp	"<:"	u	int			1
strcmp	psiginfo	codestrs_4	int			0
strcmp	codestrs_4	psiginfo	int			1
strcmp	psiginfo	codestrs_8	int			0
strcmp	codestrs_8	psiginfo	int			1
__builtin_atan2	x	y	double			0
__builtin_atan2	y	x	double			1
__builtin_atan2f	x	y	float			0
__builtin_atan2f	y	x	float			1
__builtin_atan2l	x	y	long double			0
__builtin_atan2l	y	x	long double			1
__builtin_copysign	x	y	double			0
__builtin_copysign	y	x	double			1
__builtin_copysignf	x	y	float			0
__builtin_copysignf	y	x	float			1
__builtin_copysignl	x	y	long double			0
__builtin_copysignl	y	x	long double			1
__builtin_drem	x	y	int			0
__builtin_drem	y	x	int			1
__builtin_dremf	x	y	int			0
__builtin_dremf	y	x	int			1
__builtin_dreml	x	y	int			0
__builtin_dreml	y	x	int			1
__builtin_fdim	x	y	double			0
__builtin_fdim	y	x	double			1
__builtin_fdimf	x	y	float			0
__builtin_fdimf	y	x	float			1
__builtin_fdiml	x	y	long double			0
__builtin_fdiml	y	x	long double			1
__builtin_fmax	x	y	double			0
__builtin_fmax	y	x	double			1
__builtin_fmaxf	x	y	float			0
__builtin_fmaxf	y	x	float			1
__builtin_fmaxl	x	y	long double			0
__builtin_fmaxl	y	x	long double			1
__builtin_fmin	x	y	double			0
__builtin_fmin	y	x	double			1
__builtin_fminf	x	y	float			0
__builtin_fminf	y	x	float			1
__builtin_fminl	x	y	long double			0
__builtin_fminl	y	x	long double			1
__builtin_fmod	x	y	double			0
__builtin_fmod	y	x	double			1
__builtin_fmodf	x	y	float			0
__builtin_fmodf	y	x	float			1
__builtin_fmodl	x	y	long double			0
__builtin_fmodl	y	x	long double			1
__builtin_hypot	x	y	double			0
__builtin_hypot	y	x	double			1
__builtin_hypotf	x	y	float			0
__builtin_hypotf	y	x	float			1
__builtin_hypotl	x	y	long double			0
__builtin_hypotl	y	x	long double			1
__builtin_nextafter	x	y	double			0
__builtin_nextafter	y	x	double			1
__builtin_nextafterf	x	y	float			0
__builtin_nextafterf	y	x	float			1
__builtin_nextafterl	x	y	long double			0
__builtin_nextafterl	y	x	long double			1
__builtin_nexttowardl	x	y	long double			0
__builtin_nexttowardl	y	x	long double			1
__builtin_pow	x	y	double			0
__builtin_pow	y	x	double			1
__builtin_powf	x	y	float			0
__builtin_powf	y	x	float			1
__builtin_powl	x	y	long double			0
__builtin_powl	y	x	long double			1
__builtin_remainder	x	y	double			0
__builtin_remainder	y	x	double			1
__builtin_remainderf	x	y	float			0
__builtin_remainderf	y	x	float			1
__builtin_remainderl	x	y	long double			0
__builtin_remainderl	y	x	long double			1
__builtin_scalb	x	y	int			0
__builtin_scalb	y	x	int			1
__builtin_scalbf	x	y	int			0
__builtin_scalbf	y	x	int			1
__builtin_scalbl	x	y	int			0
__builtin_scalbl	y	x	int			1
__builtin_cpow	x	y	_Complex double			0
__builtin_cpow	y	x	_Complex double			1
__builtin_cpowf	x	y	_Complex float			0
__builtin_cpowf	y	x	_Complex float			1
__builtin_cpowl	x	y	_Complex long double			0
__builtin_cpowl	y	x	_Complex long double			1
malloc2		6	char *	empty	size	0
malloc2	6		char *	empty	size	1
calloc1	2	5	char *	size	elements	0
calloc1	5	2	char *	size	elements	1
calloc	2	16	void *			0
calloc	16	2	void *			1
calloc	2	14	void *			0
calloc	14	2	void *			1
__builtin_strcmp	t	""	int			0
__builtin_strcmp	""	t	int			1
ftest	1.0f	-	void	src	dst	0
ftest	-	1.0f	void	src	dst	1
ftest	2.0f	-	void	src	dst	0
ftest	-	2.0f	void	src	dst	1
ftest	-	3.0f	void	src	dst	0
ftest	3.0f	-	void	src	dst	1
ftest	0.0f	-	void	src	dst	0
ftest	-	0.0f	void	src	dst	1
ftest	-	0.0f	void	src	dst	0
ftest	0.0f	-	void	src	dst	1
dtest	1.0	-	void	src	dst	0
dtest	-	1.0	void	src	dst	1
dtest	2.0	-	void	src	dst	0
dtest	-	2.0	void	src	dst	1
dtest	-	3.0	void	src	dst	0
dtest	3.0	-	void	src	dst	1
dtest	0.0	-	void	src	dst	0
dtest	-	0.0	void	src	dst	1
dtest	-	0.0	void	src	dst	0
dtest	0.0	-	void	src	dst	1
pow	x	y	double	__x	__y	0
pow	y	x	double	__x	__y	1
pow	x	y	double	__x	__y	0
pow	y	x	double	__x	__y	1
strcmp	t	"12"	int			0
strcmp	"12"	t	int			1
strcmp	u	"<:"	int			0
strcmp	"<:"	u	int			1
__builtin_expect	32	0	long			0
__builtin_expect	0	32	long			1
__builtin_calloc	n	s	void *			0
__builtin_calloc	s	n	void *			1
strstr	s	""	char *	s1	s2	0
strstr	""	s	char *	s1	s2	1
pow	exp	y	double			0
pow	y	exp	double			1
pow	sqrt	y	double			0
pow	y	sqrt	double			1
pow	pow	z	double			0
pow	z	pow	double			1
powf	expf	y	float			0
powf	y	expf	float			1
powf	sqrtf	y	float			0
powf	y	sqrtf	float			1
powf	powf	z	float			0
powf	z	powf	float			1
powl	expl	y	long double			0
powl	y	expl	long double			1
powl	sqrtl	y	long double			0
powl	y	sqrtl	long double			1
powl	powl	z	long double			0
powl	z	powl	long double			1
__builtin_isgreater	1.0	2.0	int			0
__builtin_isgreater	2.0	1.0	int			1
__builtin_isgreater	5.0	4.0	int			0
__builtin_isgreater	4.0	5.0	int			1
__builtin_isgreaterequal	1.0	2.0	int			0
__builtin_isgreaterequal	2.0	1.0	int			1
__builtin_isgreaterequal	5.0	4.0	int			0
__builtin_isgreaterequal	4.0	5.0	int			1
__builtin_isless	1.0	2.0	int			0
__builtin_isless	2.0	1.0	int			1
__builtin_isless	5.0	4.0	int			0
__builtin_isless	4.0	5.0	int			1
__builtin_islessequal	1.0	2.0	int			0
__builtin_islessequal	2.0	1.0	int			1
__builtin_islessequal	5.0	4.0	int			0
__builtin_islessequal	4.0	5.0	int			1
__builtin_islessgreater	1.0	2.0	int			0
__builtin_islessgreater	2.0	1.0	int			1
__builtin_islessgreater	5.0	4.0	int			0
__builtin_islessgreater	4.0	5.0	int			1
