function_name,arg1,arg2,arg_type,param1,param2,labels,,,,,
error,unknown demangling style '%s',arg,void,,,0,,,,,
error,arg,unknown demangling style '%s',void,,,1,,,,,
strcmp,p,.o,int,__s1,__s2,0,,,,,
strcmp,.o,p,int,__s1,__s2,1,,,,,
strcmp,p,.a,int,__s1,__s2,0,,,,,
strcmp,.a,p,int,__s1,__s2,1,,,,,
strcmp,p,.so,int,__s1,__s2,0,,,,,
strcmp,.so,p,int,__s1,__s2,1,,,,,
strcmp,p,.lo,int,__s1,__s2,0,,,,,
strcmp,.lo,p,int,__s1,__s2,1,,,,,
strcmp,p,.obj,int,__s1,__s2,0,,,,,
strcmp,.obj,p,int,__s1,__s2,1,,,,,
do_tlink,ld1_argv,object_lst,int,,,0,,,,,
do_tlink,object_lst,ld1_argv,int,,,1,,,,,
fatal_perror,fopen %s,c_file,void,,,0,,,,,
fatal_perror,c_file,fopen %s,void,,,1,,,,,
fatal_perror,fclose %s,c_file,void,,,0,,,,,
fatal_perror,c_file,fclose %s,void,,,1,,,,,
notice,[cannot find %s],prog,void,,,0,,,,,
notice,prog,[cannot find %s],void,,,1,,,,,
fatal,cannot find '%s',prog,void,,,0,,,,,
fatal,prog,cannot find '%s',void,,,1,,,,,
fatal_perror,redirecting stdout: %s,redir,void,,,0,,,,,
fatal_perror,redir,redirecting stdout: %s,void,,,1,,,,,
fatal_perror,redirecting stdout: %s,redir,void,,,0,,,,,
fatal_perror,redir,redirecting stdout: %s,void,,,1,,,,,
notice,[Leaving %s]\n,file,void,,,0,,,,,
notice,file,[Leaving %s]\n,void,,,1,,,,,
strcmp,name,p,int,__s1,__s2,0,,,,,
strcmp,p,name,int,__s1,__s2,1,,,,,
dup2,pipe_fd,1,int,oldfd,newfd,0,,,,,
dup2,1,pipe_fd,int,oldfd,newfd,1,,,,,
fatal_perror,execv %s,nm_file_name,void,,,0,,,,,
fatal_perror,nm_file_name,execv %s,void,,,1,,,,,
fatal,init function found in object %s,prog_name,void,,,0,,,,,
fatal,prog_name,init function found in object %s,void,,,1,,,,,
fatal,fini function found in object %s,prog_name,void,,,0,,,,,
fatal,prog_name,fini function found in object %s,void,,,1,,,,,
strcmp,fname,errno,int,__s1,__s2,0,,,,,
strcmp,errno,fname,int,__s1,__s2,1,,,,,
strcmp,fname,EXIT_FAILURE,int,__s1,__s2,0,,,,,
strcmp,EXIT_FAILURE,fname,int,__s1,__s2,1,,,,,
strcmp,fname,EXIT_SUCCESS,int,__s1,__s2,0,,,,,
strcmp,EXIT_SUCCESS,fname,int,__s1,__s2,1,,,,,
strcmp,fname,S_IFBLK,int,__s1,__s2,0,,,,,
strcmp,S_IFBLK,fname,int,__s1,__s2,1,,,,,
strcmp,fname,S_ISBLK,int,__s1,__s2,0,,,,,
strcmp,S_ISBLK,fname,int,__s1,__s2,1,,,,,
strcmp,fname,S_IFCHR,int,__s1,__s2,0,,,,,
strcmp,S_IFCHR,fname,int,__s1,__s2,1,,,,,
strcmp,fname,S_ISCHR,int,__s1,__s2,0,,,,,
strcmp,S_ISCHR,fname,int,__s1,__s2,1,,,,,
strcmp,fname,S_IFDIR,int,__s1,__s2,0,,,,,
strcmp,S_IFDIR,fname,int,__s1,__s2,1,,,,,
strcmp,fname,S_ISDIR,int,__s1,__s2,0,,,,,
strcmp,S_ISDIR,fname,int,__s1,__s2,1,,,,,
strcmp,fname,S_IFIFO,int,__s1,__s2,0,,,,,
strcmp,S_IFIFO,fname,int,__s1,__s2,1,,,,,
strcmp,fname,S_ISFIFO,int,__s1,__s2,0,,,,,
strcmp,S_ISFIFO,fname,int,__s1,__s2,1,,,,,
strcmp,fname,S_IFLNK,int,__s1,__s2,0,,,,,
strcmp,S_IFLNK,fname,int,__s1,__s2,1,,,,,
strcmp,fname,S_ISLNK,int,__s1,__s2,0,,,,,
strcmp,S_ISLNK,fname,int,__s1,__s2,1,,,,,
strcmp,fname,S_IFREG,int,__s1,__s2,0,,,,,
strcmp,S_IFREG,fname,int,__s1,__s2,1,,,,,
strcmp,fname,S_ISREG,int,__s1,__s2,0,,,,,
strcmp,S_ISREG,fname,int,__s1,__s2,1,,,,,
strcmp,inc_filename,cur_file,int,__s1,__s2,0,,,,,
strcmp,cur_file,inc_filename,int,__s1,__s2,1,,,,,
strcmp,inc_filename,sys/stat.h,int,__s1,__s2,0,,,,,
strcmp,sys/stat.h,inc_filename,int,__s1,__s2,1,,,,,
strcmp,inc_filename,errno.h,int,__s1,__s2,0,,,,,
strcmp,errno.h,inc_filename,int,__s1,__s2,1,,,,,
strcmp,inc_filename,stdlib.h,int,__s1,__s2,0,,,,,
strcmp,stdlib.h,inc_filename,int,__s1,__s2,1,,,,,
strcmp,inc_filename,stdio.h,int,__s1,__s2,0,,,,,
strcmp,stdio.h,inc_filename,int,__s1,__s2,1,,,,,
strcmp,entry,CONTINUED,int,__s1,__s2,0,,,,,
strcmp,CONTINUED,entry,int,__s1,__s2,1,,,,,
delete_trivially_dead_insns,get_insns,max_reg_num,int,,,0,,,,,
delete_trivially_dead_insns,max_reg_num,get_insns,int,,,1,,,,,
delete_trivially_dead_insns,get_insns,max_reg_num,int,,,0,,,,,
delete_trivially_dead_insns,max_reg_num,get_insns,int,,,1,,,,,
fopen,fname,r,FILE *,__filename,__modes,0,,,,,
fopen,r,fname,FILE *,__filename,__modes,1,,,,,
printf,%s:,filename,int,,,0,,,,,
printf,filename,%s:,int,,,1,,,,,
printf,%s:not a gcov file\n,filename,int,,,0,,,,,
printf,filename,%s:not a gcov file\n,int,,,1,,,,,
GCOV_TAG_IS_SUBTAG,tags,tag,int,,,0,,,,,
GCOV_TAG_IS_SUBTAG,tag,tags,int,,,1,,,,,
printf,", `%s'",name,int,,,0,,,,,
printf,name,", `%s'",int,,,1,,,,,
printf, %s,name,int,,,0,,,,,
printf,name, %s,int,,,1,,,,,
printf,_,option,int,,,0,,,,,
printf,option,_,int,,,1,,,,,
strcmp,argv,#NAME?,int,,,0,,,,,
strcmp,#NAME?,argv,int,,,1,,,,,
strcmp,arg,once,int,,,0,,,,,
strcmp,once,arg,int,,,1,,,,,
strcmp,arg,every-line,int,,,0,,,,,
strcmp,every-line,arg,int,,,1,,,,,
strcmp,arg,default,int,,,0,,,,,
strcmp,default,arg,int,,,1,,,,,
strcmp,arg,internal,int,,,0,,,,,
strcmp,internal,arg,int,,,1,,,,,
strcmp,arg,hidden,int,,,0,,,,,
strcmp,hidden,arg,int,,,1,,,,,
strcmp,arg,protected,int,,,0,,,,,
strcmp,protected,arg,int,,,1,,,,,
strcmp,arg,global-dynamic,int,,,0,,,,,
strcmp,global-dynamic,arg,int,,,1,,,,,
strcmp,arg,local-dynamic,int,,,0,,,,,
strcmp,local-dynamic,arg,int,,,1,,,,,
strcmp,arg,initial-exec,int,,,0,,,,,
strcmp,initial-exec,arg,int,,,1,,,,,
strcmp,arg,local-exec,int,,,0,,,,,
strcmp,local-exec,arg,int,,,1,,,,,
error,%s: --param arguments should be of the form NAME=VALUE,arg,int,,,0,,,,,
error,arg,%s: --param arguments should be of the form NAME=VALUE,int,,,1,,,,,
error,invalid --param value %qs,equal,int,,,0,,,,,
error,equal,invalid --param value %qs,int,,,1,,,,,
MAX,col_width,item_width,int,,,0,,,,,
MAX,item_width,col_width,int,,,1,,,,,
flow_loop_nested_p,max_loop,aloop,int,,,0,,,,,
flow_loop_nested_p,aloop,max_loop,int,,,1,,,,,
flow_loop_nested_p,data,max_loop,int,,,0,,,,,
flow_loop_nested_p,max_loop,data,int,,,1,,,,,
find_common_loop,orig_loop,stmt_loop,int,,,0,,,,,
find_common_loop,stmt_loop,orig_loop,int,,,1,,,,,
flow_loop_nested_p,stmt_loop,level,int,,,0,,,,,
flow_loop_nested_p,level,stmt_loop,int,,,1,,,,,
flow_loop_nested_p,must_exec,loop,int,,,0,,,,,
flow_loop_nested_p,loop,must_exec,int,,,1,,,,,
gen_raw_REG,GET_MODE,reg,int,,,0,,,,,
gen_raw_REG,reg,GET_MODE,int,,,1,,,,,
flow_depth_first_order_compute,dfs_order,rc_order,int,,,0,,,,,
flow_depth_first_order_compute,rc_order,dfs_order,int,,,1,,,,,
MIN,pp,(,int,,,0,,,,,
MIN,(,pp,int,,,1,,,,,
build_message_string,%s: ,f,char *,,,0,,,,,
build_message_string,f,%s: ,char *,,,1,,,,,
strcmp,opt,#NAME?,int,__s1,__s2,0,,,,,
strcmp,#NAME?,opt,int,__s1,__s2,1,,,,,
MIN,sa,ca,int,,,0,,,,,
MIN,ca,sa,int,,,1,,,,,
fatal,%s,s,void,,,0,,,,,
fatal,s,%s,void,,,1,,,,,
__builtin_isgreater,f1,f2,int,,,0,,,,,
__builtin_isgreater,f2,f1,int,,,1,,,,,
__builtin_isgreaterequal,f1,f2,int,,,0,,,,,
__builtin_isgreaterequal,f2,f1,int,,,1,,,,,
__builtin_isless,f1,f2,int,,,0,,,,,
__builtin_isless,f2,f1,int,,,1,,,,,
__builtin_islessequal,f1,f2,int,,,0,,,,,
__builtin_islessequal,f2,f1,int,,,1,,,,,
__builtin_islessgreater,f1,f2,int,,,0,,,,,
__builtin_islessgreater,f2,f1,int,,,1,,,,,
__builtin_isunordered,f1,f2,int,,,0,,,,,
__builtin_isunordered,f2,f1,int,,,1,,,,,
__builtin_isgreater,d1,d2,int,,,0,,,,,
__builtin_isgreater,d2,d1,int,,,1,,,,,
__builtin_isgreaterequal,d1,d2,int,,,0,,,,,
__builtin_isgreaterequal,d2,d1,int,,,1,,,,,
__builtin_isless,d1,d2,int,,,0,,,,,
__builtin_isless,d2,d1,int,,,1,,,,,
__builtin_islessequal,d1,d2,int,,,0,,,,,
__builtin_islessequal,d2,d1,int,,,1,,,,,
__builtin_islessgreater,d1,d2,int,,,0,,,,,
__builtin_islessgreater,d2,d1,int,,,1,,,,,
__builtin_isunordered,d1,d2,int,,,0,,,,,
__builtin_isunordered,d2,d1,int,,,1,,,,,
__builtin_isgreater,D1,D2,int,,,0,,,,,
__builtin_isgreater,D2,D1,int,,,1,,,,,
__builtin_isgreaterequal,D1,D2,int,,,0,,,,,
__builtin_isgreaterequal,D2,D1,int,,,1,,,,,
__builtin_isless,D1,D2,int,,,0,,,,,
__builtin_isless,D2,D1,int,,,1,,,,,
__builtin_islessequal,D1,D2,int,,,0,,,,,
__builtin_islessequal,D2,D1,int,,,1,,,,,
__builtin_islessgreater,D1,D2,int,,,0,,,,,
__builtin_islessgreater,D2,D1,int,,,1,,,,,
__builtin_isunordered,D1,D2,int,,,0,,,,,
__builtin_isunordered,D2,D1,int,,,1,,,,,
atan2,d2,d3,double,,,0,,,,,
atan2,d3,d2,double,,,1,,,,,
pow,d2,d3,double,,,0,,,,,
pow,d3,d2,double,,,1,,,,,
fmod,d2,d3,double,,,0,,,,,
fmod,d3,d2,double,,,1,,,,,
MAX,last_linenum,high_block_linenum,int,,,0,,,,,
MAX,high_block_linenum,last_linenum,int,,,1,,,,,
MAX,last_linenum,high_function_linenum,int,,,0,,,,,
MAX,high_function_linenum,last_linenum,int,,,1,,,,,
internal_error,%s,new_message,int,,,0,,,,,
internal_error,new_message,%s,int,,,1,,,,,
printf,  if (HAVE_%s)\n  ,name,int,,,0,,,,,
printf,name,  if (HAVE_%s)\n  ,int,,,1,,,,,
xasprintf,rtx_def_%s,rtx_name,char *,,,0,,,,,
xasprintf,rtx_name,rtx_def_%s,char *,,,1,,,,,
xasprintf,gt-%s,basename,char *,,,0,,,,,
xasprintf,basename,gt-%s,char *,,,1,,,,,
strcmp,basename,c-common.h,int,,,0,,,,,
strcmp,c-common.h,basename,int,,,1,,,,,
strcmp,basename,c-tree.h,int,,,0,,,,,
strcmp,c-tree.h,basename,int,,,1,,,,,
strcmp,basename,objc-act.h,int,,,0,,,,,
strcmp,objc-act.h,basename,int,,,1,,,,,
xasprintf,%s[0],name,char *,,,0,,,,,
xasprintf,name,%s[0],char *,,,1,,,,,
flow_loop_nested_p,aexit,outermost_exit,int,,,0,,,,,
flow_loop_nested_p,outermost_exit,aexit,int,,,1,,,,,
MAX,inherent_size,reg_max_ref_width,int,,,0,,,,,
MAX,reg_max_ref_width,inherent_size,int,,,1,,,,,
strcmp,*,s2,int,__s1,__s2,0,,,,,
strcmp,s2,*,int,__s1,__s2,1,,,,,
frob_extension,f,.rnw,char *,,,0,,,,,
frob_extension,.rnw,f,char *,,,1,,,,,
rename,outname,f,int,,,0,,,,,
rename,f,outname,int,,,1,,,,,
frob_extension,*,.rpo,char *,,,0,,,,,
frob_extension,.rpo,*,char *,,,1,,,,,
strstr,q,Undefined symbol: ,char *,__haystack,__needle,0,,,,,
strstr,Undefined symbol: ,q,char *,__haystack,__needle,1,,,,,
strstr,oldq,ndefined,char *,__haystack,__needle,0,,,,,
strstr,ndefined,oldq,char *,__haystack,__needle,1,,,,,
strstr,oldq,nresolved,char *,__haystack,__needle,0,,,,,
strstr,nresolved,oldq,char *,__haystack,__needle,1,,,,,
strstr,oldq,nsatisfied,char *,__haystack,__needle,0,,,,,
strstr,nsatisfied,oldq,char *,__haystack,__needle,1,,,,,
strstr,oldq,ultiple,char *,__haystack,__needle,0,,,,,
strstr,ultiple,oldq,char *,__haystack,__needle,1,,,,,
hash_set,regno,table,unsigned int,,,0,,,,,
hash_set,table,regno,unsigned int,,,1,,,,,
set_prev,f,occ,void,occ,t,0,,,,,
set_prev,occ,f,void,occ,t,1,,,,,
set_next,occ,f,void,occ,t,0,,,,,
set_next,f,occ,void,occ,t,1,,,,,
set_next,f,occ,void,occ,t,0,,,,,
set_next,occ,f,void,occ,t,1,,,,,
set_prev,occ,f,void,occ,t,0,,,,,
set_prev,f,occ,void,occ,t,1,,,,,
set_prev,gf,f,void,occ,t,0,,,,,
set_prev,f,gf,void,occ,t,1,,,,,
set_prev,f,occ,void,occ,t,0,,,,,
set_prev,occ,f,void,occ,t,1,,,,,
set_next,occ,f,void,occ,t,0,,,,,
set_next,f,occ,void,occ,t,1,,,,,
set_next,f,gf,void,occ,t,0,,,,,
set_next,gf,f,void,occ,t,1,,,,,
set_prev,gf,occ,void,occ,t,0,,,,,
set_prev,occ,gf,void,occ,t,1,,,,,
set_next,f,occ,void,occ,t,0,,,,,
set_next,occ,f,void,occ,t,1,,,,,
set_prev,occ,f,void,occ,t,0,,,,,
set_prev,f,occ,void,occ,t,1,,,,,
set_next,occ,gf,void,occ,t,0,,,,,
set_next,gf,occ,void,occ,t,1,,,,,
set_next,gf,occ,void,occ,t,0,,,,,
set_next,occ,gf,void,occ,t,1,,,,,
set_prev,f,occ,void,occ,t,0,,,,,
set_prev,occ,f,void,occ,t,1,,,,,
set_prev,occ,gf,void,occ,t,0,,,,,
set_prev,gf,occ,void,occ,t,1,,,,,
set_next,occ,f,void,occ,t,0,,,,,
set_next,f,occ,void,occ,t,1,,,,,
set_next,gf,f,void,occ,t,0,,,,,
set_next,f,gf,void,occ,t,1,,,,,
set_next,f,occ,void,occ,t,0,,,,,
set_next,occ,f,void,occ,t,1,,,,,
set_prev,occ,f,void,occ,t,0,,,,,
set_prev,f,occ,void,occ,t,1,,,,,
set_prev,f,gf,void,occ,t,0,,,,,
set_prev,gf,f,void,occ,t,1,,,,,
set_prev,new_f_occ,left_part,void,occ,t,0,,,,,
set_prev,left_part,new_f_occ,void,occ,t,1,,,,,
set_next,new_f_occ,p,void,occ,t,0,,,,,
set_next,p,new_f_occ,void,occ,t,1,,,,,
set_prev,rmost,new_f_occ,void,occ,t,0,,,,,
set_prev,new_f_occ,rmost,void,occ,t,1,,,,,
set_prev,r,l,void,occ,t,0,,,,,
set_prev,l,r,void,occ,t,1,,,,,
set_prev,o1,o2,void,occ,t,0,,,,,
set_prev,o2,o1,void,occ,t,1,,,,,
set_next,o1,o2,void,occ,t,0,,,,,
set_next,o2,o1,void,occ,t,1,,,,,
set_prev,u,d,void,occ,t,0,,,,,
set_prev,d,u,void,occ,t,1,,,,,
set_next,u,d,void,occ,t,0,,,,,
set_next,d,u,void,occ,t,1,,,,,
set_next,u,r,void,occ,t,0,,,,,
set_next,r,u,void,occ,t,1,,,,,
strcmp,*,&,int,,,0,,,,,
strcmp,&,*,int,,,1,,,,,
strcmp,.s,&,int,,,0,,,,,
strcmp,&,.s,int,,,1,,,,,
MAX,type_align,desired_align,int,,,0,,,,,
MAX,desired_align,type_align,int,,,1,,,,,
MIN,type_align,maximum_field_alignment,int,,,0,,,,,
MIN,maximum_field_alignment,type_align,int,,,1,,,,,
MIN,type_align,maximum_field_alignment,int,,,0,,,,,
MIN,maximum_field_alignment,type_align,int,,,1,,,,,
XSTR,make_numeric_value,0,int,,,0,,,,,
XSTR,0,make_numeric_value,int,,,1,,,,,
printf,%s ,prefix,int,,,0,,,,,
printf,prefix,%s ,int,,,1,,,,,
printf,%s\n,suffix,int,,,0,,,,,
printf,suffix,%s\n,int,,,1,,,,,
printf,"eligible_for_%s (rtx delay_insn ATTRIBUTE_UNUSED, int slot, rtx candidate_insn, int flags ATTRIBUTE_UNUSED)\n",kind,int,,,0,,,,,
printf,kind,"eligible_for_%s (rtx delay_insn ATTRIBUTE_UNUSED, int slot, rtx candidate_insn, int flags ATTRIBUTE_UNUSED)\n",int,,,1,,,,,
strcmp,name,attr,int,__s1,__s2,0,,,,,
strcmp,attr,name,int,__s1,__s2,1,,,,,
printf,"    %s,\n",d,int,,,0,,,,,
printf,d,"    %s,\n",int,,,1,,,,,
printf,"    \%s\""","\n""",d,int,,,0,,,,
printf,d,"    \%s\""","\n""",int,,,1,,,,
printf,"    \%s\""","\n""",d,int,,,0,,,,
printf,d,"    \%s\""","\n""",int,,,1,,,,
printf,"    (insn_gen_fn) gen_%s,\n",d,int,,,0,,,,,
printf,d,"    (insn_gen_fn) gen_%s,\n",int,,,1,,,,,
strcmp,p0,p1,int,,,0,,,,,
strcmp,p1,p0,int,,,1,,,,,
strcmp,p0,p1,int,,,0,,,,,
strcmp,p1,p0,int,,,1,,,,,
warning,%qs is not a gcov data file,da_file_name,int,,,0,,,,,
warning,da_file_name,%qs is not a gcov data file,int,,,1,,,,,
error,is_error,da_file_name,int,,,0,,,,,
error,da_file_name,is_error,int,,,1,,,,,
error,cannot open %s,bbg_file_name,int,,,0,,,,,
error,bbg_file_name,cannot open %s,int,,,1,,,,,
warning,error writing %qs,bbg_file_name,int,,,0,,,,,
warning,bbg_file_name,error writing %qs,int,,,1,,,,,
ADD_PARM_SIZE,all,data,int,,,0,,,,,
ADD_PARM_SIZE,data,all,int,,,1,,,,,
calloc,1,sizeof,void *,__nmemb,__size,0,,,,,
calloc,sizeof,1,void *,__nmemb,__size,1,,,,,
strcmp,name,p,int,,,0,,,,,
strcmp,p,name,int,,,1,,,,,
strcmp,p,search_symbol,int,,,0,,,,,
strcmp,search_symbol,p,int,,,1,,,,,
strcmp,p,search_symbol,int,,,0,,,,,
strcmp,search_symbol,p,int,,,1,,,,,
abspath,cwd,filename,char *,,,0,,,,,
abspath,filename,cwd,char *,,,1,,,,,
strcmp,def_dec_p,other,int,,,0,,,,,
strcmp,other,def_dec_p,int,,,1,,,,,
strstr,needed,user,char *,,,0,,,,,
strstr,user,needed,char *,,,1,,,,,
find_extern_def,hp,dd_p,const def_dec_info *,,,0,,,,,
find_extern_def,dd_p,hp,const def_dec_info *,,,1,,,,,
strstr,p,varargs_style_indicator,char *,,,0,,,,,
strstr,varargs_style_indicator,p,char *,,,1,,,,,
strcmp,func_name,*,int,,,0,,,,,
strcmp,*,func_name,int,,,1,,,,,
notice,%s: function definition not converted\n,pname,void,,,0,,,,,
notice,pname,%s: function definition not converted\n,void,,,1,,,,,
bitmap_copy,dest,orig,int,,,0,,,,,
bitmap_copy,orig,dest,int,,,1,,,,,
bitmap_copy,dest,orig,int,,,0,,,,,
bitmap_copy,orig,dest,int,,,1,,,,,
rtx_equal_p,node2,node,int,,,0,,,,,
rtx_equal_p,node,node2,int,,,1,,,,,
rtx_equal_p,vui,node,int,,,0,,,,,
rtx_equal_p,node,vui,int,,,1,,,,,
rtx_equal_p,lc1,lc2,int,,,0,,,,,
rtx_equal_p,lc2,lc1,int,,,1,,,,,
dataflow_set_copy,&,out,void,,,0,,,,,
dataflow_set_copy,out,&,void,,,1,,,,,
dataflow_set_copy,out,in,void,,,0,,,,,
dataflow_set_copy,in,out,void,,,1,,,,,
strcmp,name,break,int,,,0,,,,,
strcmp,break,name,int,,,1,,,,,
strcmp,name,continue,int,,,0,,,,,
strcmp,continue,name,int,,,1,,,,,
strcmp,name,break,int,,,0,,,,,
strcmp,break,name,int,,,1,,,,,
strcmp,name,continue,int,,,0,,,,,
strcmp,continue,name,int,,,1,,,,,
simple_cst_equal,old,val,int,,,0,,,,,
simple_cst_equal,val,old,int,,,1,,,,,
simple_cst_equal,val1,val2,int,,,0,,,,,
simple_cst_equal,val2,val1,int,,,1,,,,,
rtx_equal_p,xdata,ydata,int,,,0,,,,,
rtx_equal_p,ydata,xdata,int,,,1,,,,,
transfer_replacements,i,j,void,to,from,0,,,,,
transfer_replacements,j,i,void,to,from,1,,,,,
et_set_father,son,to_node,int,,,0,,,,,
et_set_father,to_node,son,int,,,1,,,,,
et_below,n1,n2,int,,,0,,,,,
et_below,n2,n1,int,,,1,,,,,
MAX,initial_highest_arg_in_use,needed,int,,,0,,,,,
MAX,needed,initial_highest_arg_in_use,int,,,1,,,,,
MAX,initial_highest_arg_in_use,needed,int,,,0,,,,,
MAX,needed,initial_highest_arg_in_use,int,,,1,,,,,
MIN,parm_align,excess_align,int,,,0,,,,,
MIN,excess_align,parm_align,int,,,1,,,,,
strcmp,tmp_char,nil,int,__s1,__s2,0,,,,,
strcmp,nil,tmp_char,int,__s1,__s2,1,,,,,
strcmp,tmp_char,define_constants,int,__s1,__s2,0,,,,,
strcmp,define_constants,tmp_char,int,__s1,__s2,1,,,,,
strcmp,tmp_char,define_mode_attr,int,__s1,__s2,0,,,,,
strcmp,define_mode_attr,tmp_char,int,__s1,__s2,1,,,,,
strcmp,tmp_char,define_mode_macro,int,__s1,__s2,0,,,,,
strcmp,define_mode_macro,tmp_char,int,__s1,__s2,1,,,,,
strcmp,tmp_char,define_code_attr,int,__s1,__s2,0,,,,,
strcmp,define_code_attr,tmp_char,int,__s1,__s2,1,,,,,
strcmp,tmp_char,define_code_macro,int,__s1,__s2,0,,,,,
strcmp,define_code_macro,tmp_char,int,__s1,__s2,1,,,,,
COPY_HARD_REG_SET,res,tinfo,int,,,0,,,,,
COPY_HARD_REG_SET,tinfo,res,int,,,1,,,,,
COPY_HARD_REG_SET,tinfo,res,int,,,0,,,,,
COPY_HARD_REG_SET,res,tinfo,int,,,1,,,,,
strcmp,p,Xlinker,int,__s1,__s2,0,,,,,
strcmp,Xlinker,p,int,__s1,__s2,1,,,,,
strcmp,p,Xpreprocessor,int,__s1,__s2,0,,,,,
strcmp,Xpreprocessor,p,int,__s1,__s2,1,,,,,
strcmp,p,Xassembler,int,__s1,__s2,0,,,,,
strcmp,Xassembler,p,int,__s1,__s2,1,,,,,
strcmp,sl,name,int,__s1,__s2,0,,,,,
strcmp,name,sl,int,__s1,__s2,1,,,,,
strcmp,arg,#NAME?,int,__s1,__s2,0,,,,,
strcmp,#NAME?,arg,int,__s1,__s2,1,,,,,
notice,could not find specs file %s\n,p1,int,,,0,,,,,
notice,p1,could not find specs file %s\n,int,,,1,,,,,
strcmp,sl,p1,int,__s1,__s2,0,,,,,
strcmp,p1,sl,int,__s1,__s2,1,,,,,
fatal,specs %s spec was not found to be renamed,p1,int,,,0,,,,,
fatal,p1,specs %s spec was not found to be renamed,int,,,1,,,,,
strcmp,p1,p2,int,__s1,__s2,0,,,,,
strcmp,p2,p1,int,__s1,__s2,1,,,,,
strcmp,newsl,p2,int,__s1,__s2,0,,,,,
strcmp,p2,newsl,int,__s1,__s2,1,,,,,
set_spec,p2,*,void,,,0,,,,,
set_spec,*,p2,void,,,1,,,,,
strcmp,suffix,*link_command,int,__s1,__s2,0,,,,,
strcmp,*link_command,suffix,int,__s1,__s2,1,,,,,
set_spec,suffix,spec,void,,,0,,,,,
set_spec,spec,suffix,void,,,1,,,,,
strcmp,name,temp,int,__s1,__s2,0,,,,,
strcmp,temp,name,int,__s1,__s2,1,,,,,
strcmp,name,temp,int,__s1,__s2,0,,,,,
strcmp,temp,name,int,__s1,__s2,1,,,,,
update_path,prefix,component,int,,,0,,,,,
update_path,component,prefix,int,,,1,,,,,
strcmp,argbuf,|,int,__s1,__s2,0,,,,,
strcmp,|,argbuf,int,__s1,__s2,1,,,,,
strcmp,argbuf,|,int,__s1,__s2,0,,,,,
strcmp,|,argbuf,int,__s1,__s2,1,,,,,
pfatal_pexecute,errmsg_fmt,errmsg_arg,int,errmsg_fmt,errmsg_arg,0,,,,,
pfatal_pexecute,errmsg_arg,errmsg_fmt,int,errmsg_fmt,errmsg_arg,1,,,,,
printf,_,programname,int,,,0,,,,,
printf,programname,_,int,,,1,,,,,
printf,_,programname,int,,,0,,,,,
printf,programname,_,int,,,1,,,,,
strcmp,argv,#NAME?,int,__s1,__s2,0,,,,,
strcmp,#NAME?,argv,int,__s1,__s2,1,,,,,
printf,*link_command:\n%s\n\n,link_command_spec,int,,,0,,,,,
printf,link_command_spec,*link_command:\n%s\n\n,int,,,1,,,,,
strcmp,argv,#NAME?,int,__s1,__s2,0,,,,,
strcmp,#NAME?,argv,int,__s1,__s2,1,,,,,
printf,%s\n,spec_version,int,,,0,,,,,
printf,spec_version,%s\n,int,,,1,,,,,
strcmp,argv,#NAME?,int,__s1,__s2,0,,,,,
strcmp,#NAME?,argv,int,__s1,__s2,1,,,,,
printf,%s\n,spec_machine,int,,,0,,,,,
printf,spec_machine,%s\n,int,,,1,,,,,
strcmp,argv,#NAME?,int,__s1,__s2,0,,,,,
strcmp,#NAME?,argv,int,__s1,__s2,1,,,,,
strcmp,argv,#NAME?,int,__s1,__s2,0,,,,,
strcmp,#NAME?,argv,int,__s1,__s2,1,,,,,
strcmp,argv,#NAME?,int,__s1,__s2,0,,,,,
strcmp,#NAME?,argv,int,__s1,__s2,1,,,,,
strcmp,argv,#NAME?,int,__s1,__s2,0,,,,,
strcmp,#NAME?,argv,int,__s1,__s2,1,,,,,
strcmp,argv,#NAME?,int,__s1,__s2,0,,,,,
strcmp,#NAME?,argv,int,__s1,__s2,1,,,,,
strcmp,argv,#NAME?,int,__s1,__s2,0,,,,,
strcmp,#NAME?,argv,int,__s1,__s2,1,,,,,
strcmp,argv,#NAME?,int,__s1,__s2,0,,,,,
strcmp,#NAME?,argv,int,__s1,__s2,1,,,,,
strcmp,argv,#NAME?,int,__s1,__s2,0,,,,,
strcmp,#NAME?,argv,int,__s1,__s2,1,,,,,
strcmp,argv,#NAME?,int,__s1,__s2,0,,,,,
strcmp,#NAME?,argv,int,__s1,__s2,1,,,,,
strcmp,argv,#NAME?,int,__s1,__s2,0,,,,,
strcmp,#NAME?,argv,int,__s1,__s2,1,,,,,
strcmp,argv,#NAME?,int,__s1,__s2,0,,,,,
strcmp,#NAME?,argv,int,__s1,__s2,1,,,,,
strcmp,argv,#NAME?,int,__s1,__s2,0,,,,,
strcmp,#NAME?,argv,int,__s1,__s2,1,,,,,
strcmp,argv,#NAME?,int,__s1,__s2,0,,,,,
strcmp,#NAME?,argv,int,__s1,__s2,1,,,,,
strcmp,argv,#NAME?,int,__s1,__s2,0,,,,,
strcmp,#NAME?,argv,int,__s1,__s2,1,,,,,
strcmp,argv,#NAME?,int,__s1,__s2,0,,,,,
strcmp,#NAME?,argv,int,__s1,__s2,1,,,,,
strcmp,argv,#NAME?,int,__s1,__s2,0,,,,,
strcmp,#NAME?,argv,int,__s1,__s2,1,,,,,
strcmp,argv,#NAME?,int,__s1,__s2,0,,,,,
